material,cmi_worth_per_item,shop_file,shop_id,item_id,page,slot,command,quantity,listed_buy_price,shop_unit_price,cmi_worth_for_quantity,difference_total,difference_per_item,difference_percent,multiplier,publishable,policy_reasons
LIGHT_WEIGHTED_PRESSURE_PLATE,6.29,survival_ores_gold.yml,survival_ores_gold,23,2,11,/buy survival_ores_gold 2,1,629,629,6.29,622.71,622.71,9900,100,true,
LIGHT_WEIGHTED_PRESSURE_PLATE,6.29,survival_ores_redstone.yml,survival_ores_redstone,23,2,11,/buy survival_ores_redstone 2,1,629,629,6.29,622.71,622.71,9900,100,true,
LILAC,0.1,survival_farming_plants.yml,survival_farming_plants,19,1,32,/buy survival_farming_plants 1,1,10,10,0.1,9.9,9.9,9900,100,true,
LILY_OF_THE_VALLEY,0.2,survival_farming_plants.yml,survival_farming_plants,12,1,23,/buy survival_farming_plants 1,1,20,20,0.2,19.8,19.8,9900,100,true,
LILY_PAD,1.1,survival_farming_plants.yml,survival_farming_plants,47,2,32,/buy survival_farming_plants 2,1,110,110,1.1,108.9,108.9,9900,100,true,
LIME_BANNER,1,survival_wools.yml,survival_wools,54,4,15,/buy survival_wools 4,1,100,100,1,99,99,9900,100,true,
LIME_BED,1.95,survival_wools.yml,survival_wools,38,3,15,/buy survival_wools 3,1,195,195,1.95,193.05,193.05,9900,100,true,
LIME_BUNDLE,0.43,survival_misc.yml,survival_misc,29,2,20,/buy survival_misc 2,1,43,43,0.43,42.57,42.57,9900,100,true,
LIME_CANDLE,4.17,survival_misc.yml,survival_misc,13,1,24,/buy survival_misc 1,1,417,417,4.17,412.83,412.83,9900,100,true,
LIME_CARPET,0.33,survival_wools.yml,survival_wools,25,2,20,/buy survival_wools 2,1,33,33,0.33,32.67,32.67,9900,100,true,
LIME_CONCRETE,0.05,survival_concrete.yml,survival_concrete,9,1,20,/buy survival_concrete 1,1,5,5,0.05,4.95,4.95,9900,100,true,
LIME_CONCRETE_POWDER,0.05,survival_concrete.yml,survival_concrete,10,1,21,/buy survival_concrete 1,1,5,5,0.05,4.95,4.95,9900,100,true,
LIME_DYE,0.09,survival_dyes.yml,survival_dyes,9,1,20,/buy survival_dyes 1,1,9,9,0.09,8.91,8.91,9900,100,true,
LIME_GLAZED_TERRACOTTA,0.31,survival_terracotta.yml,survival_terracotta,26,2,20,/buy survival_terracotta 2,1,31,31,0.31,30.69,30.69,9900,100,true,
LIME_HARNESS,1.31,survival_armor.yml,survival_armor,48,3,20,/buy survival_armor 3,1,131,131,1.31,129.69,129.69,9900,100,true,
LIME_SHULKER_BOX,2040.09,survival_end.yml,survival_end,38,2,30,/buy survival_end 2,1,204009,204009,2040.09,201968.91,201968.91,9900,100,true,
LIME_STAINED_GLASS,0.05,survival_glass.yml,survival_glass,11,1,22,/buy survival_glass 1,1,5,5,0.05,4.95,4.95,9900,100,true,
LIME_STAINED_GLASS_PANE,0.01,survival_glass.yml,survival_glass,28,2,16,/buy survival_glass 2,1,1,1,0.01,0.99,0.99,9900,100,true,
LIME_TERRACOTTA,0.31,survival_terracotta.yml,survival_terracotta,10,1,21,/buy survival_terracotta 1,1,31,31,0.31,30.69,30.69,9900,100,true,
LIME_WOOL,0.49,survival_wools.yml,survival_wools,9,1,20,/buy survival_wools 1,1,49,49,0.49,48.51,48.51,9900,100,true,
LINGERING_POTION,0,,,,,,,,,,,,,,,false,not listed
LODESTONE,5.3,survival_ores_iron.yml,survival_ores_iron,33,2,34,/buy survival_ores_iron 2,1,530,530,5.3,524.7,524.7,9900,100,true,
LOOM,0.61,,,,,,,,,,,,,,,false,not listed
MACE,1790.1,survival_weapons.yml,survival_weapons,22,2,19,/buy survival_weapons 2,1,179010,179010,1790.1,177219.9,177219.9,9900,100,true,
MAGENTA_BANNER,1,survival_wools.yml,survival_wools,51,4,12,/buy survival_wools 4,1,100,100,1,99,99,9900,100,true,
MAGENTA_BED,1.95,survival_wools.yml,survival_wools,35,3,12,/buy survival_wools 3,1,195,195,1.95,193.05,193.05,9900,100,true,
MAGENTA_BUNDLE,0.43,survival_misc.yml,survival_misc,35,2,28,/buy survival_misc 2,1,43,43,0.43,42.57,42.57,9900,100,true,
MAGENTA_CANDLE,4.17,survival_misc.yml,survival_misc,19,1,32,/buy survival_misc 1,1,417,417,4.17,412.83,412.83,9900,100,true,
MAGENTA_CARPET,0.33,survival_wools.yml,survival_wools,31,2,28,/buy survival_wools 2,1,33,33,0.33,32.67,32.67,9900,100,true,
MAGENTA_CONCRETE,0.05,survival_concrete.yml,survival_concrete,3,1,12,/buy survival_concrete 1,1,5,5,0.05,4.95,4.95,9900,100,true,
MAGENTA_CONCRETE_POWDER,0.05,survival_concrete.yml,survival_concrete,4,1,13,/buy survival_concrete 1,1,5,5,0.05,4.95,4.95,9900,100,true,
MAGENTA_DYE,0.09,survival_dyes.yml,survival_dyes,15,1,30,/buy survival_dyes 1,1,9,9,0.09,8.91,8.91,9900,100,true,
MAGENTA_GLAZED_TERRACOTTA,0.31,survival_terracotta.yml,survival_terracotta,32,2,28,/buy survival_terracotta 2,1,31,31,0.31,30.69,30.69,9900,100,true,
MAGENTA_HARNESS,1.31,survival_armor.yml,survival_armor,54,3,30,/buy survival_armor 3,1,131,131,1.31,129.69,129.69,9900,100,true,
MAGENTA_SHULKER_BOX,2040.09,survival_end.yml,survival_end,25,2,13,/buy survival_end 2,1,204009,204009,2040.09,201968.91,201968.91,9900,100,true,
MAGENTA_STAINED_GLASS,0.05,survival_glass.yml,survival_glass,17,1,30,/buy survival_glass 1,1,5,5,0.05,4.95,4.95,9900,100,true,
MAGENTA_STAINED_GLASS_PANE,0.01,survival_glass.yml,survival_glass,34,2,24,/buy survival_glass 2,1,1,1,0.01,0.99,0.99,9900,100,true,
MAGENTA_TERRACOTTA,0.31,survival_terracotta.yml,survival_terracotta,16,1,29,/buy survival_terracotta 1,1,31,31,0.31,30.69,30.69,9900,100,true,
MAGENTA_WOOL,0.49,survival_wools.yml,survival_wools,15,1,28,/buy survival_wools 1,1,49,49,0.49,48.51,48.51,9900,100,true,
MAGMA_BLOCK,3.6,survival_nether.yml,survival_nether,8,1,19,/buy survival_nether 1,1,360,360,3.6,356.4,356.4,9900,100,true,
MAGMA_CREAM,0.9,survival_mobdrops.yml,survival_mobdrops,11,1,22,/buy survival_mobdrops 1,1,90,90,0.9,89.1,89.1,9900,100,true,
MAGMA_CREAM,0.9,survival_nether.yml,survival_nether,46,3,12,/buy survival_nether 3,1,90,90,0.9,89.1,89.1,9900,100,true,
MANGROVE_BOAT,1.27,survival_wood_products.yml,survival_wood_products,142,7,16,/buy survival_wood_products 7,1,127,127,1.27,125.73,125.73,9900,100,true,
MANGROVE_BUTTON,0.25,survival_wood_products.yml,survival_wood_products,94,4,34,/buy survival_wood_products 4,1,25,25,0.25,24.75,24.75,9900,100,true,
MANGROVE_CHEST_BOAT,2.31,survival_wood_products.yml,survival_wood_products,152,7,34,/buy survival_wood_products 7,1,231,231,2.31,228.69,228.69,9900,100,true,
MANGROVE_DOOR,0.5,survival_wood_products.yml,survival_wood_products,70,3,34,/buy survival_wood_products 3,1,50,50,0.5,49.5,49.5,9900,100,true,
MANGROVE_FENCE,0.4,survival_wood_products.yml,survival_wood_products,46,2,34,/buy survival_wood_products 2,1,40,40,0.4,39.6,39.6,9900,100,true,
MANGROVE_FENCE_GATE,0.91,survival_wood_products.yml,survival_wood_products,58,3,16,/buy survival_wood_products 3,1,91,91,0.91,90.09,90.09,9900,100,true,
MANGROVE_HANGING_SIGN,18.02,survival_wood_products.yml,survival_wood_products,130,6,16,/buy survival_wood_products 6,1,1802,1802,18.02,1783.98,1783.98,9900,100,true,
MANGROVE_LEAVES,0.4,survival_farming_trees.yml,survival_farming_trees,16,1,29,/buy survival_farming_trees 1,1,40,40,0.4,39.6,39.6,9900,100,true,
MANGROVE_LEAVES,0.4,survival_logs.yml,survival_logs,67,4,11,/buy survival_logs 4,1,40,40,0.4,39.6,39.6,9900,100,true,
MANGROVE_LOG,1,survival_logs.yml,survival_logs,7,1,16,/buy survival_logs 1,1,100,100,1,99,99,9900,100,true,
MANGROVE_PLANKS,0.25,survival_wood_products.yml,survival_wood_products,7,1,16,/buy survival_wood_products 1,1,25,25,0.25,24.75,24.75,9900,100,true,
MANGROVE_PRESSURE_PLATE,0.51,survival_wood_products.yml,survival_wood_products,106,5,16,/buy survival_wood_products 5,1,51,51,0.51,50.49,50.49,9900,100,true,
MANGROVE_PROPAGULE,0.3,survival_farming_trees.yml,survival_farming_trees,7,1,16,/buy survival_farming_trees 1,1,30,30,0.3,29.7,29.7,9900,100,true,
MANGROVE_PROPAGULE,0.3,survival_logs.yml,survival_logs,54,3,23,/buy survival_logs 3,1,30,30,0.3,29.7,29.7,9900,100,true,
MANGROVE_ROOTS,0.4,survival_blocks.yml,survival_blocks,55,3,24,/buy survival_blocks 3,1,40,40,0.4,39.6,39.6,9900,100,true,
MANGROVE_SHELF,1.01,survival_logs.yml,survival_logs,76,4,22,/buy survival_logs 4,1,101,101,1.01,99.99,99.99,9900,100,true,
MANGROVE_SIGN,0.54,survival_wood_products.yml,survival_wood_products,118,5,34,/buy survival_wood_products 5,1,54,54,0.54,53.46,53.46,9900,100,true,
MANGROVE_SLAB,0.12,survival_wood_products.yml,survival_wood_products,20,1,34,/buy survival_wood_products 1,1,12,12,0.12,11.88,11.88,9900,100,true,
MANGROVE_STAIRS,0.38,survival_wood_products.yml,survival_wood_products,33,2,16,/buy survival_wood_products 2,1,38,38,0.38,37.62,37.62,9900,100,true,
MANGROVE_TRAPDOOR,0.76,survival_wood_products.yml,survival_wood_products,82,4,16,/buy survival_wood_products 4,1,76,76,0.76,75.24,75.24,9900,100,true,
MANGROVE_WOOD,1.36,survival_logs.yml,survival_logs,21,1,34,/buy survival_logs 1,1,136,136,1.36,134.64,134.64,9900,100,true,
MAP,12.57,survival_tools.yml,survival_tools,42,2,28,/buy survival_tools 2,1,1257,1257,12.57,1244.43,1244.43,9900,100,true,
MEDIUM_AMETHYST_BUD,2,survival_ores_amethyst.yml,survival_ores_amethyst,2,1,11,/buy survival_ores_amethyst 1,1,200,200,2,198,198,9900,100,true,
MELON,1.8,,,,,,,,,,,,,,,false,not listed
MELON_SEEDS,0.2,survival_farming_crops.yml,survival_farming_crops,3,1,12,/buy survival_farming_crops 1,1,20,20,0.2,19.8,19.8,9900,100,true,
MELON_SLICE,0.2,survival_farming_crops.yml,survival_farming_crops,10,1,21,/buy survival_farming_crops 1,1,20,20,0.2,19.8,19.8,9900,100,true,
MELON_SLICE,0.2,survival_food.yml,survival_food,23,2,11,/buy survival_food 2,1,20,20,0.2,19.8,19.8,9900,100,true,
MILK_BUCKET,8.56,survival_food.yml,survival_food,35,2,25,/buy survival_food 2,1,856,856,8.56,847.44,847.44,9900,100,true,
MILK_BUCKET,8.56,survival_tools.yml,survival_tools,51,2,23,/buy survival_tools 2,1,856,856,8.56,847.44,847.44,9900,100,true,
MINECART,14.02,survival_misc.yml,survival_misc,2,1,11,/buy survival_misc 1,1,1402,1402,14.02,1387.98,1387.98,9900,100,true,
MINER_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,15,1,28,/buy survival_sherds 1,1,2500,2500,25,2475,2475,9900,100,true,
MOJANG_BANNER_PATTERN,51.28,,,,,,,,,,,,,,,false,not listed
MOSSY_COBBLESTONE,1.22,survival_blocks.yml,survival_blocks,5,1,14,/buy survival_blocks 1,1,122,122,1.22,120.78,120.78,9900,100,true,
MOSSY_COBBLESTONE_SLAB,1.24,survival_stone.yml,survival_stone,23,1,34,/buy survival_stone 1,1,124,124,1.24,122.76,122.76,9900,100,true,
MOSSY_COBBLESTONE_STAIRS,1.24,survival_stone.yml,survival_stone,24,1,37,/buy survival_stone 1,1,124,124,1.24,122.76,122.76,9900,100,true,
MOSSY_COBBLESTONE_WALL,1.22,survival_stone.yml,survival_stone,25,1,38,/buy survival_stone 1,1,122,122,1.22,120.78,120.78,9900,100,true,
MOSSY_STONE_BRICKS,0.61,survival_stone.yml,survival_stone,14,1,25,/buy survival_stone 1,1,61,61,0.61,60.39,60.39,9900,100,true,
MOSSY_STONE_BRICK_SLAB,0.31,survival_stone.yml,survival_stone,15,1,28,/buy survival_stone 1,1,31,31,0.31,30.69,30.69,9900,100,true,
MOSSY_STONE_BRICK_STAIRS,0.62,survival_stone.yml,survival_stone,16,1,29,/buy survival_stone 1,1,62,62,0.62,61.38,61.38,9900,100,true,
MOSSY_STONE_BRICK_WALL,0.62,survival_stone.yml,survival_stone,17,1,30,/buy survival_stone 1,1,62,62,0.62,61.38,61.38,9900,100,true,
MOSS_BLOCK,0.3,survival_blocks.yml,survival_blocks,37,2,29,/buy survival_blocks 2,1,30,30,0.3,29.7,29.7,9900,100,true,
MOSS_BLOCK,0.3,survival_dirts.yml,survival_dirts,10,1,21,/buy survival_dirts 1,1,30,30,0.3,29.7,29.7,9900,100,true,
MOSS_BLOCK,0.3,survival_farming_plants.yml,survival_farming_plants,29,2,10,/buy survival_farming_plants 2,1,30,30,0.3,29.7,29.7,9900,100,true,
MOSS_CARPET,0.2,survival_farming_plants.yml,survival_farming_plants,30,2,11,/buy survival_farming_plants 2,1,20,20,0.2,19.8,19.8,9900,100,true,
MOURNER_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,16,1,29,/buy survival_sherds 1,1,2500,2500,25,2475,2475,9900,100,true,
MUD,0.3,survival_dirts.yml,survival_dirts,9,1,20,/buy survival_dirts 1,1,30,30,0.3,29.7,29.7,9900,100,true,
MUD,0.3,survival_mud.yml,survival_mud,1,1,10,/buy survival_mud 1,1,30,30,0.3,29.7,29.7,9900,100,true,
MUDDY_MANGROVE_ROOTS,0.71,survival_dirts.yml,survival_dirts,11,1,22,/buy survival_dirts 1,1,71,71,0.71,70.29,70.29,9900,100,true,
MUD_BRICKS,0.72,survival_mud.yml,survival_mud,3,1,19,/buy survival_mud 1,1,72,72,0.72,71.28,71.28,9900,100,true,
MUD_BRICK_SLAB,0.36,survival_mud.yml,survival_mud,4,1,20,/buy survival_mud 1,1,36,36,0.36,35.64,35.64,9900,100,true,
MUD_BRICK_STAIRS,0.73,survival_mud.yml,survival_mud,5,1,21,/buy survival_mud 1,1,73,73,0.73,72.27,72.27,9900,100,true,
MUD_BRICK_WALL,0.73,survival_mud.yml,survival_mud,6,1,22,/buy survival_mud 1,1,73,73,0.73,72.27,72.27,9900,100,true,
MUSHROOM_STEM,2.2,survival_logs.yml,survival_logs,12,1,23,/buy survival_logs 1,1,220,220,2.2,217.8,217.8,9900,100,true,
MUSHROOM_STEW,0.65,survival_food.yml,survival_food,24,2,12,/buy survival_food 2,1,65,65,0.65,64.35,64.35,9900,100,true,
MUSIC_DISC_11,25,survival_music_discs.yml,survival_music_discs,11,1,22,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_13,25,survival_music_discs.yml,survival_music_discs,1,1,10,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_5,45.9,survival_music_discs.yml,survival_music_discs,16,1,29,/buy survival_music_discs 1,1,4590,4590,45.9,4544.1,4544.1,9900,100,true,
MUSIC_DISC_BLOCKS,25,survival_music_discs.yml,survival_music_discs,3,1,12,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_BOUNCE,50,survival_music_discs.yml,survival_music_discs,21,1,34,/buy survival_music_discs 1,1,5000,5000,50,4950,4950,9900,100,true,
MUSIC_DISC_CAT,25,survival_music_discs.yml,survival_music_discs,2,1,11,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_CHIRP,25,survival_music_discs.yml,survival_music_discs,4,1,13,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_CREATOR,50,survival_music_discs.yml,survival_music_discs,18,1,31,/buy survival_music_discs 1,1,5000,5000,50,4950,4950,9900,100,true,
MUSIC_DISC_CREATOR_MUSIC_BOX,50,survival_music_discs.yml,survival_music_discs,19,1,32,/buy survival_music_discs 1,1,5000,5000,50,4950,4950,9900,100,true,
MUSIC_DISC_FAR,25,survival_music_discs.yml,survival_music_discs,5,1,14,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_LAVA_CHICKEN,50,survival_music_discs.yml,survival_music_discs,23,1,41,/buy survival_music_discs 1,1,5000,5000,50,4950,4950,9900,100,true,
MUSIC_DISC_MALL,25,survival_music_discs.yml,survival_music_discs,6,1,15,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_MELLOHI,25,survival_music_discs.yml,survival_music_discs,7,1,16,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_OTHERSIDE,50,survival_music_discs.yml,survival_music_discs,14,1,25,/buy survival_music_discs 1,1,5000,5000,50,4950,4950,9900,100,true,
MUSIC_DISC_PIGSTEP,50,survival_music_discs.yml,survival_music_discs,13,1,24,/buy survival_music_discs 1,1,5000,5000,50,4950,4950,9900,100,true,
MUSIC_DISC_PRECIPICE,50,survival_music_discs.yml,survival_music_discs,20,1,33,/buy survival_music_discs 1,1,5000,5000,50,4950,4950,9900,100,true,
MUSIC_DISC_RELIC,50,survival_music_discs.yml,survival_music_discs,17,1,30,/buy survival_music_discs 1,1,5000,5000,50,4950,4950,9900,100,true,
MUSIC_DISC_STAL,25,survival_music_discs.yml,survival_music_discs,8,1,19,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_STRAD,25,survival_music_discs.yml,survival_music_discs,9,1,20,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_TEARS,25,survival_music_discs.yml,survival_music_discs,22,1,39,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_WAIT,25,survival_music_discs.yml,survival_music_discs,12,1,23,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUSIC_DISC_WARD,25,survival_music_discs.yml,survival_music_discs,10,1,21,/buy survival_music_discs 1,1,2500,2500,25,2475,2475,9900,100,true,
MUTTON,0.2,survival_food.yml,survival_food,33,2,23,/buy survival_food 2,1,20,20,0.2,19.8,19.8,9900,100,true,
MYCELIUM,0.88,survival_dirts.yml,survival_dirts,8,1,19,/buy survival_dirts 1,1,88,88,0.88,87.12,87.12,9900,100,true,
NAME_TAG,0.15,survival_misc.yml,survival_misc,38,2,42,/buy survival_misc 2,1,15,15,0.15,14.85,14.85,9900,100,true,
NAUTILUS_SHELL,200,survival_mobdrops.yml,survival_mobdrops,18,1,31,/buy survival_mobdrops 1,1,20000,20000,200,19800,19800,9900,100,true,
NETHERITE_AXE,723.28,survival_ores_netherite.yml,survival_ores_netherite,7,1,20,/buy survival_ores_netherite 1,1,72328,72328,723.28,71604.72,71604.72,9900,100,true,
NETHERITE_AXE,723.28,survival_tools.yml,survival_tools,12,1,25,/buy survival_tools 1,1,72328,72328,723.28,71604.72,71604.72,9900,100,true,
NETHERITE_AXE,723.28,survival_weapons.yml,survival_weapons,12,1,25,/buy survival_weapons 1,1,72328,72328,723.28,71604.72,71604.72,9900,100,true,
NETHERITE_BLOCK,2343,survival_nether.yml,survival_nether,26,2,14,/buy survival_nether 2,1,234300,234300,2343,231957,231957,9900,100,true,
NETHERITE_BLOCK,2343,survival_ores_netherite.yml,survival_ores_netherite,3,1,12,/buy survival_ores_netherite 1,1,234300,234300,2343,231957,231957,9900,100,true,
NETHERITE_BOOTS,790.7,survival_armor.yml,survival_armor,24,1,43,/buy survival_armor 1,1,79070,79070,790.7,78279.3,78279.3,9900,100,true,
NETHERITE_BOOTS,790.7,survival_ores_netherite.yml,survival_ores_netherite,14,1,31,/buy survival_ores_netherite 1,1,79070,79070,790.7,78279.3,78279.3,9900,100,true,
NETHERITE_CHESTPLATE,1061.2,survival_armor.yml,survival_armor,22,1,25,/buy survival_armor 1,1,106120,106120,1061.2,105058.8,105058.8,9900,100,true,
NETHERITE_CHESTPLATE,1061.2,survival_ores_netherite.yml,survival_ores_netherite,12,1,29,/buy survival_ores_netherite 1,1,106120,106120,1061.2,105058.8,105058.8,9900,100,true,
NETHERITE_HELMET,858.33,survival_armor.yml,survival_armor,21,1,16,/buy survival_armor 1,1,85833,85833,858.33,84974.67,84974.67,9900,100,true,
NETHERITE_HELMET,858.33,survival_ores_netherite.yml,survival_ores_netherite,11,1,28,/buy survival_ores_netherite 1,1,85833,85833,858.33,84974.67,84974.67,9900,100,true,
NETHERITE_HOE,655.65,survival_ores_netherite.yml,survival_ores_netherite,9,1,22,/buy survival_ores_netherite 1,1,65565,65565,655.65,64909.35,64909.35,9900,100,true,
NETHERITE_HOE,655.65,survival_tools.yml,survival_tools,24,1,43,/buy survival_tools 1,1,65565,65565,655.65,64909.35,64909.35,9900,100,true,
NETHERITE_HORSE_ARMOR,300,survival_armor.yml,survival_armor,34,2,15,/buy survival_armor 2,1,30000,30000,300,29700,29700,9900,100,true,
NETHERITE_HORSE_ARMOR,300,survival_ores_netherite.yml,survival_ores_netherite,17,1,32,/buy survival_ores_netherite 1,1,30000,30000,300,29700,29700,9900,100,true,
NETHERITE_INGOT,260,survival_ores_netherite.yml,survival_ores_netherite,2,1,11,/buy survival_ores_netherite 1,1,26000,26000,260,25740,25740,9900,100,true,
NETHERITE_LEGGINGS,993.58,survival_armor.yml,survival_armor,23,1,34,/buy survival_armor 1,1,99358,99358,993.58,98364.42,98364.42,9900,100,true,
NETHERITE_LEGGINGS,993.58,survival_ores_netherite.yml,survival_ores_netherite,13,1,30,/buy survival_ores_netherite 1,1,99358,99358,993.58,98364.42,98364.42,9900,100,true,
NETHERITE_NAUTILUS_ARMOR,500,survival_armor.yml,survival_armor,59,2,24,/buy survival_armor 2,1,50000,50000,500,49500,49500,9900,100,true,
NETHERITE_NAUTILUS_ARMOR,500,survival_ores_netherite.yml,survival_ores_netherite,18,1,33,/buy survival_ores_netherite 1,1,50000,50000,500,49500,49500,9900,100,true,
NETHERITE_PICKAXE,723.28,survival_ores_netherite.yml,survival_ores_netherite,6,1,19,/buy survival_ores_netherite 1,1,72328,72328,723.28,71604.72,71604.72,9900,100,true,
NETHERITE_PICKAXE,723.28,survival_tools.yml,survival_tools,6,1,16,/buy survival_tools 1,1,72328,72328,723.28,71604.72,71604.72,9900,100,true,
NETHERITE_SCRAP,62.3,survival_nether.yml,survival_nether,25,2,13,/buy survival_nether 2,1,6230,6230,62.3,6167.7,6167.7,9900,100,true,
NETHERITE_SCRAP,62.3,survival_ores_netherite.yml,survival_ores_netherite,1,1,10,/buy survival_ores_netherite 1,1,6230,6230,62.3,6167.7,6167.7,9900,100,true,
NETHERITE_SHOVEL,588.03,survival_ores_netherite.yml,survival_ores_netherite,8,1,21,/buy survival_ores_netherite 1,1,58803,58803,588.03,58214.97,58214.97,9900,100,true,
NETHERITE_SHOVEL,588.03,survival_tools.yml,survival_tools,18,1,34,/buy survival_tools 1,1,58803,58803,588.03,58214.97,58214.97,9900,100,true,
NETHERITE_SPEAR,588.03,survival_ores_netherite.yml,survival_ores_netherite,16,1,24,/buy survival_ores_netherite 1,1,58803,58803,588.03,58214.97,58214.97,9900,100,true,
NETHERITE_SPEAR,588.03,survival_weapons.yml,survival_weapons,30,1,34,/buy survival_weapons 1,1,58803,58803,588.03,58214.97,58214.97,9900,100,true,
NETHERITE_SWORD,655.55,survival_ores_netherite.yml,survival_ores_netherite,10,1,23,/buy survival_ores_netherite 1,1,65555,65555,655.55,64899.45,64899.45,9900,100,true,
NETHERITE_SWORD,655.55,survival_weapons.yml,survival_weapons,6,1,16,/buy survival_weapons 1,1,65555,65555,655.55,64899.45,64899.45,9900,100,true,
NETHERITE_UPGRADE_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,1,1,10,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
NETHERITE_UPGRADE_SMITHING_TEMPLATE,250,survival_ores_netherite.yml,survival_ores_netherite,5,1,14,/buy survival_ores_netherite 1,1,25000,25000,250,24750,24750,9900,100,true,
NETHERRACK,0.22,survival_blocks.yml,survival_blocks,29,2,19,/buy survival_blocks 2,1,22,22,0.22,21.78,21.78,9900,100,true,
NETHERRACK,0.22,survival_nether.yml,survival_nether,1,1,10,/buy survival_nether 1,1,22,22,0.22,21.78,21.78,9900,100,true,
NETHER_BRICK,0.3,survival_blocks.yml,survival_blocks,32,2,22,/buy survival_blocks 2,1,30,30,0.3,29.7,29.7,9900,100,true,
NETHER_BRICK,0.3,survival_nether.yml,survival_nether,15,1,28,/buy survival_nether 1,1,30,30,0.3,29.7,29.7,9900,100,true,
NETHER_BRICKS,1.2,survival_nether.yml,survival_nether,13,1,24,/buy survival_nether 1,1,120,120,1.2,118.8,118.8,9900,100,true,
NETHER_BRICK_FENCE,2.95,survival_nether.yml,survival_nether,51,3,19,/buy survival_nether 3,1,295,295,2.95,292.05,292.05,9900,100,true,
NETHER_BRICK_SLAB,1.22,survival_nether.yml,survival_nether,16,1,29,/buy survival_nether 1,1,122,122,1.22,120.78,120.78,9900,100,true,
NETHER_BRICK_STAIRS,1.24,survival_nether.yml,survival_nether,17,1,30,/buy survival_nether 1,1,124,124,1.24,122.76,122.76,9900,100,true,
NETHER_BRICK_WALL,1.2,survival_nether.yml,survival_nether,18,1,31,/buy survival_nether 1,1,120,120,1.2,118.8,118.8,9900,100,true,
NETHER_GOLD_ORE,1.2,survival_nether.yml,survival_nether,28,2,16,/buy survival_nether 2,1,120,120,1.2,118.8,118.8,9900,100,true,
NETHER_GOLD_ORE,1.2,survival_ores_gold.yml,survival_ores_gold,8,1,19,/buy survival_ores_gold 1,1,120,120,1.2,118.8,118.8,9900,100,true,
NETHER_QUARTZ_ORE,0.22,survival_nether.yml,survival_nether,27,2,15,/buy survival_nether 2,1,22,22,0.22,21.78,21.78,9900,100,true,
NETHER_QUARTZ_ORE,0.22,survival_ores_quartz.yml,survival_ores_quartz,2,1,11,/buy survival_ores_quartz 1,1,22,22,0.22,21.78,21.78,9900,100,true,
NETHER_SPROUTS,0.2,survival_nether.yml,survival_nether,37,2,28,/buy survival_nether 2,1,20,20,0.2,19.8,19.8,9900,100,true,
NETHER_STAR,10000,survival_nether.yml,survival_nether,47,3,13,/buy survival_nether 3,1,1000000,1000000,10000,990000,990000,9900,100,true,
NETHER_WART,0.22,survival_farming_crops.yml,survival_farming_crops,14,1,25,/buy survival_farming_crops 1,1,22,22,0.22,21.78,21.78,9900,100,true,
NETHER_WART,0.22,survival_nether.yml,survival_nether,29,2,34,/buy survival_nether 2,1,22,22,0.22,21.78,21.78,9900,100,true,
NETHER_WART_BLOCK,2.01,survival_nether.yml,survival_nether,30,2,19,/buy survival_nether 2,1,201,201,2.01,198.99,198.99,9900,100,true,
NOTE_BLOCK,1.72,survival_ores_redstone.yml,survival_ores_redstone,14,1,25,/buy survival_ores_redstone 1,1,172,172,1.72,170.28,170.28,9900,100,true,
OAK_BOAT,1.23,survival_wood_products.yml,survival_wood_products,136,7,10,/buy survival_wood_products 7,1,123,123,1.23,121.77,121.77,9900,100,true,
OAK_BUTTON,0.23,survival_ores_redstone.yml,survival_ores_redstone,20,1,33,/buy survival_ores_redstone 1,1,23,23,0.23,22.77,22.77,9900,100,true,
OAK_BUTTON,0.23,survival_wood_products.yml,survival_wood_products,88,4,28,/buy survival_wood_products 4,1,23,23,0.23,22.77,22.77,9900,100,true,
OAK_CHEST_BOAT,2.27,survival_wood_products.yml,survival_wood_products,146,7,28,/buy survival_wood_products 7,1,227,227,2.27,224.73,224.73,9900,100,true,
